央视频道,#genre#
山西经济与科技,http://mmitv.top/pltv/source.php?id=sxjjykj&token=f5a3c195145a
山西黄河,http://mmitv.top/pltv/source.php?id=sxhh&token=a8d91e1836d3
云南少儿频道,http://mmitv.top/pltv/source.php?id=ynsepd&token=13484ebf600b
四川新闻,http://mmitv.top/pltv/source.php?id=scxw&token=51606e846d3f
四川经济,http://mmitv.top/pltv/source.php?id=scjj&token=9e4f0dfb0e5f
成都公共5套,http://mmitv.top/pltv/source.php?id=cdgg-5&token=ad5ad2b624c7
成都经济2套,http://mmitv.top/pltv/source.php?id=cdjj-2&token=3b70001c8e0c
成都综合1套,http://mmitv.top/pltv/source.php?id=cdzh-1&token=4e1d01d6b0b4
武汉文体,http://mmitv.top/pltv/source.php?id=whwt&token=3b64da9d3008
武汉新闻综合,http://mmitv.top/pltv/source.php?id=whxwzh&token=4cde7c326997
武汉电视剧,http://mmitv.top/pltv/source.php?id=whdsj&token=27e0872ff898
湖北影视,http://mmitv.top/pltv/source.php?id=hubys&token=1c2a63536a02
澳视资讯,http://mmitv.top/pltv/source.php?id=aszx&token=3ac26642e453
山东综艺,http://mmitv.top/pltv/source.php?id=sdzy&token=9c1cd9320bb7
保定新闻综合,http://mmitv.top/pltv/source.php?id=bdxwzh&token=f196dd3be4a0
海峡卫视,http://mmitv.top/pltv/source.php?id=hxws&token=7785ad4c7b5a
福建综合,http://mmitv.top/pltv/source.php?id=fjzh&token=7f02499fa212
福建公共,http://mmitv.top/pltv/source.php?id=fjgg&token=3d328515789c
福建新闻,http://mmitv.top/pltv/source.php?id=fjxw&token=6d7a5d148b9a
福建电视剧,http://mmitv.top/pltv/source.php?id=fjdsj&token=1a8d25b57b0f
福建旅游,http://mmitv.top/pltv/source.php?id=fjly&token=0e14ada23b5b
福建经济,http://mmitv.top/pltv/source.php?id=fjjj&token=945dde0e3ad2
福建文体,http://mmitv.top/pltv/source.php?id=fjwt&token=5d07cd47bcb8
福建少儿,http://mmitv.top/pltv/source.php?id=fjse&token=9c196a2fe9c2
福建教育,http://mmitv.top/pltv/source.php?id=fjjy&token=2d532995b634
内蒙古文体娱乐,http://mmitv.top/pltv/source.php?id=nmgwtyl&token=6c0fd1bfe96c
内蒙古新闻综合,http://mmitv.top/pltv/source.php?id=nmgxwzh&token=258c387c9855
内蒙古经济生活,http://mmitv.top/pltv/source.php?id=nmgjjsh&token=26c7b7c90f3d
内蒙古农牧频道,http://mmitv.top/pltv/source.php?id=nmgnmpd&token=85b8c5c679ad
内蒙古少儿频道,http://mmitv.top/pltv/source.php?id=nmgsepd&token=c665e3998270
江苏城市,http://mmitv.top/pltv/source.php?id=jscs&token=133bd1dc5c84
XJTV1,http://mmitv.top/pltv/source.php?id=xjtv1&token=57eef7432cb8
XJTV2,http://mmitv.top/pltv/source.php?id=xjtv2&token=7b38493f8ee3
XJTV3,http://mmitv.top/pltv/source.php?id=xjtv3&token=9b3b341e2d18
XJTV4,http://mmitv.top/pltv/source.php?id=xjtv4&token=37d32450487e
XJTV6,http://mmitv.top/pltv/source.php?id=xjtv6&token=49e78b728a99
XJTV9,http://mmitv.top/pltv/source.php?id=xjtv9&token=9b53740074eb
XJTV10,http://mmitv.top/pltv/source.php?id=xjtv10&token=8090b0f9a45f
XJTV12,http://mmitv.top/pltv/source.php?id=xjtv12&token=796859f450ab
武汉科技生活,http://mmitv.top/pltv/source.php?id=whkjsh&token=72227f036a47
武汉外语,http://mmitv.top/pltv/source.php?id=whwy&token=dfe7f848ccba
湖北垄上,http://mmitv.top/pltv/source.php?id=hbls&token=d9e867df0ba4
湖南国际,http://mmitv.top/pltv/source.php?id=hungj&token=7746613dcba8
湖南教育台,http://mmitv.top/pltv/source.php?id=hnjyt&token=2a87b69bb973
长沙政法,http://mmitv.top/pltv/source.php?id=cszf&token=cd213d8a969a
长沙新闻,http://mmitv.top/pltv/source.php?id=csxw&token=a69754fa89d2
长沙女性,http://mmitv.top/pltv/source.php?id=csnx&token=b458be0a823e
河北经济,http://mmitv.top/pltv/source.php?id=hbjj&token=bc3ae79609a8
郑州新闻综合,http://mmitv.top/pltv/source.php?id=zzxwzh&token=5d2e5e3ae5de
郑州商都频道,http://mmitv.top/pltv/source.php?id=zzsdpd&token=16e849059773
郑州文体频道,http://mmitv.top/pltv/source.php?id=zzwtpd&token=8a5ede60306e
郑州妇女儿童,http://mmitv.top/pltv/source.php?id=zzfnet&token=93a78d38d68a
郑州都市频道,http://mmitv.top/pltv/source.php?id=zzdspd&token=f22a4171d075
济南综合,http://mmitv.top/pltv/source.php?id=jinzh-0&token=da564b123258
山东导视,http://mmitv.top/pltv/source.php?id=sdds&token=b3f6ac80d1b1
山东农科,http://mmitv.top/pltv/source.php?id=sdnk&token=fc34632b6f41
深圳少儿频道,http://mmitv.top/pltv/source.php?id=szsepd&token=908a2dbce3b5
西安戏剧影视,http://mmitv.top/pltv/source.php?id=xaxjys&token=97fdac2ba709
西安新闻综合,http://mmitv.top/pltv/source.php?id=xaxwzh&token=2ea66289b8be
西安都市频道,http://mmitv.top/pltv/source.php?id=xadspd&token=f88c71f4da58
西安商务资讯,http://mmitv.top/pltv/source.php?id=xaswzx&token=6425f2a8dbd1
陕西都市青春,http://mmitv.top/pltv/source.php?id=sxdsqc&token=78396ba6236b
呼和浩特影视娱乐,http://mmitv.top/pltv/source.php?id=hhhtysyl&token=2d8e2127cb40
呼和浩特新闻综合,http://mmitv.top/pltv/source.php?id=hhhtxwzh&token=1b4ee83af999
呼和浩特都市生活,http://mmitv.top/pltv/source.php?id=hhhtdssh&token=ff22f50f54bd
湖北生活,http://mmitv.top/pltv/source.php?id=hbsh&token=1d743cae23ac
湖北公共,http://mmitv.top/pltv/source.php?id=hubgg&token=6a397c0a6623
襄阳综合,http://mmitv.top/pltv/source.php?id=xyzh&token=49f146acde37
襄阳经济,http://mmitv.top/pltv/source.php?id=xyjj&token=b06ca3fbe950
包头新闻综合,http://mmitv.top/pltv/source.php?id=btxwzh&token=2af857731bd7
包头经济,http://mmitv.top/pltv/source.php?id=btjj&token=9007e30ed21f
包头生活服务,http://mmitv.top/pltv/source.php?id=btshfw&token=797b1667829a
石家庄娱乐,http://mmitv.top/pltv/source.php?id=sjzyl&token=f5bede37e0bd
石家庄生活,http://mmitv.top/pltv/source.php?id=sjzsh&token=ef151c50ec42
石家庄都市,http://mmitv.top/pltv/source.php?id=sjzds&token=b5e1a0f85b1d
深圳体育健康,http://mmitv.top/pltv/source.php?id=sztyjk&token=d5c626ff29f9
深圳电视剧频道,http://mmitv.top/pltv/source.php?id=szdsjpd&token=acbad32f8145
深圳都市频道,http://mmitv.top/pltv/source.php?id=szdspd&token=95abc2e1e8d2
直播轮播专区,#genre#
24h轮播,http://mmitv.top/pltv/source.php?id=24hlb&token=f71f7b48b277
传奇剧场,http://mmitv.top/pltv/source.php?id=cqjc&token=42f1909ab565
温情剧场,http://mmitv.top/pltv/source.php?id=wqjc&token=888311fa2d3c
热血剧场,http://mmitv.top/pltv/source.php?id=rxjc&token=29f152afd8ed
往昔影院,http://mmitv.top/pltv/source.php?id=wxyy&token=0431b19fcb58
生活剧场,http://mmitv.top/pltv/source.php?id=shjc&token=ddc99ab270f5
国产佳作,http://mmitv.top/pltv/source.php?id=gcjz&token=b3d89c164c74
岁月男神,http://mmitv.top/pltv/source.php?id=syns&token=c3157fcfd4fd
宅家剧场,http://mmitv.top/pltv/source.php?id=zjjc&token=c02cd7cd2407
心动投送,http://mmitv.top/pltv/source.php?id=xdts&token=1b899e65efca
怀旧经典,http://mmitv.top/pltv/source.php?id=hjjd&token=f8bef0a8dfe6
放映厅,http://mmitv.top/pltv/source.php?id=fyt&token=ecbd0b254451
童心未泯,http://mmitv.top/pltv/source.php?id=txw&token=1e501c78ebb2
动漫宇宙,http://mmitv.top/pltv/source.php?id=dmyz&token=3be70b3fb35c
梨园戏曲,http://mmitv.top/pltv/source.php?id=lyxq&token=d1a1f5829133
红色经典,http://mmitv.top/pltv/source.php?id=hsjd&token=0829f2b6b5ec
童年时光机,http://mmitv.top/pltv/source.php?id=tnsgj&token=f88a2e386144
大咖面对面,http://mmitv.top/pltv/source.php?id=dkmdm&token=d45353d9b792
Bestv爱乐之都,http://mmitv.top/pltv/source.php?id=bestvalzd&token=313f3b79e679
Bestv东方风云榜,http://mmitv.top/pltv/source.php?id=bestvdffyb&token=b7fe5c4c6380
Bestv何以中国,http://mmitv.top/pltv/source.php?id=bestvhyzg&token=00334bca4979
Bestv今晚开放麦第二季,http://mmitv.top/pltv/source.php?id=bestvjwkfmdej&token=abcf016ac6ed
Bestv独播剧场,http://mmitv.top/pltv/source.php?id=bestvdbjc&token=28ff6d25ed46
Bestv今日体育,http://mmitv.top/pltv/source.php?id=bestvjrty&token=d21410898273
映客直播随机看,http://mmitv.top/pltv/source.php?id=ykzbsjk&token=7dfaa0162648
6间房美女随机看,http://mmitv.top/pltv/source.php?id=6jfmnsjk&token=908a8eb3a406
奇秀直播随机看,http://mmitv.top/pltv/source.php?id=qxzbsjk&token=9ecb5c1b4faa
CC美女随机看,http://mmitv.top/pltv/source.php?id=ccmnsjk&token=da114e11fd94
来疯美女随机看,http://mmitv.top/pltv/source.php?id=lfmnsjk&token=81d3af5a9d6e
酷狗321音乐,http://mmitv.top/pltv/source.php?id=kg-321&token=2317f46b1b35
酷狗美女随机看,http://mmitv.top/pltv/source.php?id=kgmnsjk&token=6cccfb4f0b27
KK美女随机看,http://mmitv.top/pltv/source.php?id=kkmnsjk&token=3484143e0a1f
快手直播随机看,http://mmitv.top/pltv/source.php?id=kszbsjk&token=942f136438cc
抖音直播随机看,http://mmitv.top/pltv/source.php?id=dyzbsjk&token=9b1c3ba39fc6
心动花椒直播,http://mmitv.top/pltv/source.php?id=xdhjzb&token=63cf41432a78
哔哩舞见乐见,http://mmitv.top/pltv/source.php?id=lwjlj&token=b066db81152c
YY舞蹈993联播,http://mmitv.top/pltv/source.php?id=yy-d3&token=2e939683fcfd
YY音乐991联播,http://mmitv.top/pltv/source.php?id=yy-l1&token=ba2b925f47e6
YY美女随机看,http://mmitv.top/pltv/source.php?id=yymnsjk&token=7768402ce2f6
斗鱼美女随机看,http://mmitv.top/pltv/source.php?id=dymnsjk&token=6fdc230eb7a8
虎牙美女随机看,http://mmitv.top/pltv/source.php?id=hymnsjk&token=8c983896f2e1
KPL联赛主舞台,http://mmitv.top/pltv/source.php?id=kpllszwt&token=4dc91f7c030f
24H国漫热播,http://mmitv.top/pltv/source.php?id=24hgmrb&token=de07a6e7f799
Mili剧场,http://mmitv.top/pltv/source.php?id=milijc&token=7cd61ad84b65
X战警系列电影,http://mmitv.top/pltv/source.php?id=xzjxldy&token=4a028cd7e592
KK金马影院,http://mmitv.top/pltv/source.php?id=kkjmyy&token=f51d2f3d5146
【动漫】斗罗斗破,http://mmitv.top/pltv/source.php?id=【dm】dldp&token=5b5fc797033b
【成龙经典】动作,http://mmitv.top/pltv/source.php?id=【cljd】dz&token=25f992463016
【林正英】僵尸·鬼片,http://mmitv.top/pltv/source.php?id=【lzy】js·gp&token=c215900636d6
【港台】鬼片·惊悚·喜剧,http://mmitv.top/pltv/source.php?id=【gt】gp·j·xj&token=01f8b45e167f
【电影】超然巨作,http://mmitv.top/pltv/source.php?id=【dy】crjz&token=dbc839ec54c0
【电影】顶级动作电影,http://mmitv.top/pltv/source.php?id=【dy】djdzdy&token=3beaea309874
【科幻】超炫特效,http://mmitv.top/pltv/source.php?id=【kh】cxtx&token=741f13216272
【经典搞笑电影】,http://mmitv.top/pltv/source.php?id=【jdgxdy】&token=50d68b6af578
丛林敢死队-国内电影,http://mmitv.top/pltv/source.php?id=clgsd-gndy&token=6b92f940342f
狄仁杰之通天系列,http://mmitv.top/pltv/source.php?id=drjzttxl&token=7bd1ad91ddaa
举起手来-惊险抗日,http://mmitv.top/pltv/source.php?id=jqsl-jxkr&token=2d68f0950d48
人与动物,http://mmitv.top/pltv/source.php?id=rydw&token=678f467dce66
仙侠动漫,http://mmitv.top/pltv/source.php?id=xxdm&token=44fd9f7a3b56
无敌徐凤年,http://mmitv.top/pltv/source.php?id=wdxfn&token=bbbe352561cf
冲上云霄影院,http://mmitv.top/pltv/source.php?id=csyxyy&token=6610f957a60e
凡人影视,http://mmitv.top/pltv/source.php?id=frys&token=a1947132cc3d
心动院线大片,http://mmitv.top/pltv/source.php?id=xdyxdp&token=f89aeedd7e9d
动作大片,http://mmitv.top/pltv/source.php?id=dzdp&token=eb322635a9ef
动漫妖神记,http://mmitv.top/pltv/source.php?id=dmysj&token=8097bf33363b
华子系列,http://mmitv.top/pltv/source.php?id=hzxl&token=c675f6b5f4af
原始人大挑战,http://mmitv.top/pltv/source.php?id=ysrdtz&token=87ce2e4f204d
发哥系列,http://mmitv.top/pltv/source.php?id=fgxl&token=ff4632cf38ca
变形金刚系列,http://mmitv.top/pltv/source.php?id=bxjgxl&token=b70dd252ba4d
金牌古装影视,http://mmitv.top/pltv/source.php?id=jpgzys&token=73f2e2fd46b8
哈利波特全集,http://mmitv.top/pltv/source.php?id=hlbtqj&token=aa8f6a175c53
国产动作电影,http://mmitv.top/pltv/source.php?id=gcdzdy&token=87e3498ed1c4
国产喜剧大片,http://mmitv.top/pltv/source.php?id=gcxjdp&token=affe52aae6db
国产大片电影,http://mmitv.top/pltv/source.php?id=gcdpdy&token=5acd6989d13c
国内动作大片,http://mmitv.top/pltv/source.php?id=gndzdp&token=1deae62b4ae0
国内轻喜剧,http://mmitv.top/pltv/source.php?id=gnqxj&token=3d688f4e793e
夏洛特烦恼-国内喜剧电影,http://mmitv.top/pltv/source.php?id=xltfn-gnxjdy&token=96bc775c9222
科幻·喜剧·动作,http://mmitv.top/pltv/source.php?id=kh·xj·dz&token=9ae9fa1d8d71
国内玄幻电影,http://mmitv.top/pltv/source.php?id=gnxhdy&token=42d6fe4ed702
烧脑悬疑战争片,http://mmitv.top/pltv/source.php?id=snxyzzp&token=def56ea3d1b1
国外科幻巨作,http://mmitv.top/pltv/source.php?id=gwkhjz&token=bfab65402923
国外科幻大片,http://mmitv.top/pltv/source.php?id=gwkhdp&token=b71600e253cc
国外院线电影,http://mmitv.top/pltv/source.php?id=gwyxdy&token=ea8216d7da3d
国漫宇宙护卫队,http://mmitv.top/pltv/source.php?id=gmyzhwd&token=44766049a9ea
外国战争大片,http://mmitv.top/pltv/source.php?id=wgzzdp&token=ae4694067ed9
外国爆笑喜剧,http://mmitv.top/pltv/source.php?id=wgbxxj&token=7bd565d779c3
港剧·古装·剧情,http://mmitv.top/pltv/source.php?id=gj·gz·jq&token=29f825f7a857
大话西游至尊宝,http://mmitv.top/pltv/source.php?id=dhxyzzb&token=96ca53899390
大鹏电影,http://mmitv.top/pltv/source.php?id=dpdy&token=3e2319ddc588
惊险好看电影,http://mmitv.top/pltv/source.php?id=jxhkdy&token=f45be60851d0
宫心计-古装,http://mmitv.top/pltv/source.php?id=gxj-gz&token=2ca6d0714b2c
小戏骨黄飞鸿,http://mmitv.top/pltv/source.php?id=xxghfh&token=a28715458d16
布丁电影,http://mmitv.top/pltv/source.php?id=bddy&token=e56bcf85f39f
开心影院,http://mmitv.top/pltv/source.php?id=kxyy&token=870d18637d9c
港台怀旧电影院,http://mmitv.top/pltv/source.php?id=gthjdyy&token=6d12624a2c2d
恐怖电影,http://mmitv.top/pltv/source.php?id=kbdy&token=fa659578c1b0
成龙系列,http://mmitv.top/pltv/source.php?id=clxl&token=61129fa149da
拆弹专家-刘德华,http://mmitv.top/pltv/source.php?id=cdzj-ldh&token=bfc937d47207
敢死队-精彩动作电影,http://mmitv.top/pltv/source.php?id=gsd-jcdzdy&token=ae0150129fb4
无敌解压007系列,http://mmitv.top/pltv/source.php?id=wdjy-007&token=a58439fa4f31
武侠港片电影,http://mmitv.top/pltv/source.php?id=wxgpdy&token=46bd69cfcf7f
明星影院,http://mmitv.top/pltv/source.php?id=mxyy&token=020a26287a4d
明星电影,http://mmitv.top/pltv/source.php?id=mxdy&token=4e881bfad455
星爷经典-百看不厌,http://mmitv.top/pltv/source.php?id=xyjd-bkby&token=cdde90d62168
末日系列,http://mmitv.top/pltv/source.php?id=mrxl&token=f3441510fd97
机场超燃警匪片,http://mmitv.top/pltv/source.php?id=jccrjfp&token=15afd65d28bc
机械战警1-3,http://mmitv.top/pltv/source.php?id=jxzj1-3&token=01c79b6f5816
李连杰功夫片,http://mmitv.top/pltv/source.php?id=lljgfp&token=66a2719fe256
林正英·僵尸·鬼片,http://mmitv.top/pltv/source.php?id=lzy·js·gp&token=71475367fe8d
林正英经典电影,http://mmitv.top/pltv/source.php?id=lzyjddy&token=8ff7895b0928
欢乐一起看,http://mmitv.top/pltv/source.php?id=hlyqk&token=47ce115255f5
【综艺】欢乐集结号,http://mmitv.top/pltv/source.php?id=【zy】hljjh&token=7d83bc2b7721
毒液-致命守护者,http://mmitv.top/pltv/source.php?id=dy-zmshz&token=dcff210a7b8e
泡芙影院,http://mmitv.top/pltv/source.php?id=pyy&token=21f0ce8876b2
洪大哥系列,http://mmitv.top/pltv/source.php?id=hdgxl&token=de507123ba7b
洪金宝福星系列,http://mmitv.top/pltv/source.php?id=hjbfxxl&token=effb18031fcb
港片赌片百部,http://mmitv.top/pltv/source.php?id=gpdpbb&token=5f897e645ec5
漫威超级英雄,http://mmitv.top/pltv/source.php?id=mwcjyx&token=6bac32b6231c
热血动作片合集,http://mmitv.top/pltv/source.php?id=rxdzphj&token=d8cca63daf55
热血抗日电影,http://mmitv.top/pltv/source.php?id=rxkrdy&token=16f211212ae2
热门喜剧片,http://mmitv.top/pltv/source.php?id=rmxjp&token=fa3f51c876bf
熊出没国漫,http://mmitv.top/pltv/source.php?id=xcmgm&token=d716ea9ce881
武侠剧场,http://mmitv.top/pltv/source.php?id=wxjc&token=e14b8ebc5f5d
爆笑小品,http://mmitv.top/pltv/source.php?id=bxxp&token=f5a09a22354f
珍珠港-电影,http://mmitv.top/pltv/source.php?id=zzg-dy&token=8a28780aa6ab
碟中谍系列,http://mmitv.top/pltv/source.php?id=dzdxl&token=0d47e557bd62
科幻动作电影,http://mmitv.top/pltv/source.php?id=khdzdy&token=f301b1b8e1dc
科幻动作系列,http://mmitv.top/pltv/source.php?id=khdzxl&token=d19d083b2ed4
科幻大片合集,http://mmitv.top/pltv/source.php?id=khdphj&token=9406df123509
国内外精彩电影,http://mmitv.top/pltv/source.php?id=gnwjcdy&token=97a9830075ab
【综艺】笑声传奇,http://mmitv.top/pltv/source.php?id=【zy】xscq&token=e4d70009552f
第一滴血全集,http://mmitv.top/pltv/source.php?id=dydxqj&token=8716ac482e39
精彩电影爽不停,http://mmitv.top/pltv/source.php?id=jcdysbt&token=c24985904a54
精彩电影享不停,http://mmitv.top/pltv/source.php?id=jcdyxbt&token=76ffef1b5fea
经典影院,http://mmitv.top/pltv/source.php?id=jdyy&token=2e1a453d6d38
经典搞笑影片,http://mmitv.top/pltv/source.php?id=jdgxyp&token=ea070ce3af46
经典港片影视,http://mmitv.top/pltv/source.php?id=jdgpys&token=467c04e96461
经典港片电影,http://mmitv.top/pltv/source.php?id=jdgpdy&token=59a5728e4fc4
经典悬疑电影,http://mmitv.top/pltv/source.php?id=jdxydy&token=6b76e22f2921
【综艺】一起来笑吧,http://mmitv.top/pltv/source.php?id=【zy】yqlxb&token=7e48ff28c0b3
【综艺】吐槽大会,http://mmitv.top/pltv/source.php?id=【zy】tcdh&token=f513e5bbc3e7
美国队长史蒂夫,http://mmitv.top/pltv/source.php?id=mgdcsdf&token=12d234891f61
脑洞大开科幻片,http://mmitv.top/pltv/source.php?id=nddkkhp&token=5c54e0f18ab2
致敬星爷致敬经典,http://mmitv.top/pltv/source.php?id=zjxyzjjd&token=d31e4eab5a74
荒野求生系列,http://mmitv.top/pltv/source.php?id=hyqsxl&token=e6c83aa8a979
玩命影院,http://mmitv.top/pltv/source.php?id=wmyy&token=a87b64e28fb9
特工谍战大片,http://mmitv.top/pltv/source.php?id=tgdzdp&token=30286ce5affb
贾玲春晚小品,http://mmitv.top/pltv/source.php?id=jlcwxp&token=b52d13f3525c
赌神-发哥,http://mmitv.top/pltv/source.php?id=ds-fg&token=cf196df750d6
超火科幻大片,http://mmitv.top/pltv/source.php?id=chkhdp&token=62c226e31974
超炫科幻大片,http://mmitv.top/pltv/source.php?id=cxkhdp&token=75f3f14967f6
超燃动作大片,http://mmitv.top/pltv/source.php?id=crdzdp&token=60097a2fc6fc
超级英雄系列电影,http://mmitv.top/pltv/source.php?id=cjyxxldy&token=37bf8fd17cd5
超英集结,http://mmitv.top/pltv/source.php?id=cyjj&token=c1c7a43bace8
重生之超级赛亚人,http://mmitv.top/pltv/source.php?id=zszcjsyr&token=05895ad74c5a
金三角大营救,http://mmitv.top/pltv/source.php?id=jsjdyj&token=a4dad0a3fefd
铭记历史-甲午大海战,http://mmitv.top/pltv/source.php?id=mjls-jwdhz&token=82553490de57
银河护卫队,http://mmitv.top/pltv/source.php?id=yhhwd&token=ef040dc9765f
雷神系列,http://mmitv.top/pltv/source.php?id=lsxl&token=0e12aa6c748c
飓风营救,http://mmitv.top/pltv/source.php?id=fyj&token=058a18b74d34
香港动作大片,http://mmitv.top/pltv/source.php?id=xgdzdp&token=bb86a24c857f
高分动作大片,http://mmitv.top/pltv/source.php?id=gfdzdp&token=7621fa25f5ee
高分搞笑电影,http://mmitv.top/pltv/source.php?id=gfgxdy&token=33d51a5dbca9
鬼片.惊悚.港片,http://mmitv.top/pltv/source.php?id=gp.j.gp&token=7f66f8e450c2
黑色幽默剧场,http://mmitv.top/pltv/source.php?id=hsymjc&token=589fbaa7f4a2
黑衣人-动作喜剧大片,http://mmitv.top/pltv/source.php?id=hyr-dzxjdp&token=e3b606b15d27
陈翔6点半,http://mmitv.top/pltv/source.php?id=cx-6&token=4ba8670553c0
星爷经典不间断,http://mmitv.top/pltv/source.php?id=xyjdbjd&token=c5daa564e69d
林正英搞笑僵尸系列,http://mmitv.top/pltv/source.php?id=lzygxjsxl&token=6c3360191e24
最好看的东北喜剧,http://mmitv.top/pltv/source.php?id=zhkddbxj&token=183737c8d840
天不生我李淳罡,http://mmitv.top/pltv/source.php?id=tbswlc&token=a86e0916c41b
沈腾经典片放映,http://mmitv.top/pltv/source.php?id=stjdpfy&token=96197ad35558
够劲-就是中国功夫,http://mmitv.top/pltv/source.php?id=gj-jszggf&token=61402a4cc729
成龙经典武打动作片,http://mmitv.top/pltv/source.php?id=cljdwddzp&token=644beadebaa9
李茶的姑妈美美美,http://mmitv.top/pltv/source.php?id=lcdgmmmm&token=5fbb920379ea
【黑帮大片】山鸡哥重现江湖,http://mmitv.top/pltv/source.php?id=【hbdp】sjgzxjh&token=a5329c900a8a
鬼吹灯系列最好的一部,http://mmitv.top/pltv/source.php?id=gcdxlzhdyb&token=7c1da96ac401
鬼吹灯虐我千百遍，我待鬼吹灯如初恋,http://mmitv.top/pltv/source.php?id=gcdnwqbb，wdgcdrcl&token=cd24eff84c79
【王晶】港风导演代表,http://mmitv.top/pltv/source.php?id=【wj】gfdydb&token=cfa33d445e74
刘德华电影_经典系列,http://mmitv.top/pltv/source.php?id=ldhdy_jdxl&token=a453800ed6e2
【女神系列】邱淑贞·王祖贤·张曼玉,http://mmitv.top/pltv/source.php?id=【nsxl】qsz·wzx·zmy&token=6e9a3b345a2a
周星星粤语经典版,http://mmitv.top/pltv/source.php?id=zxxyyjdb&token=bbdf70a7a553
良心医疗主打剧,http://mmitv.top/pltv/source.php?id=lxylzdj&token=64c573c0a6d3
搞笑恐怖类,http://mmitv.top/pltv/source.php?id=gxkbl&token=7d3fb9f635bb
经典之作·金庸群侠篇电影,http://mmitv.top/pltv/source.php?id=jdzz·jyqxpdy&token=adb21dc04214
洪金宝·童年回忆杀,http://mmitv.top/pltv/source.php?id=hjb·tnhys&token=69247c74ddad
【五福星】每天都要快乐哦,http://mmitv.top/pltv/source.php?id=【wfx】mtdyklo&token=18a615229b68
千面影帝梁家辉,http://mmitv.top/pltv/source.php?id=qmydljh&token=43862022f801
李连杰系列·武打高产王,http://mmitv.top/pltv/source.php?id=lljxl·wdgcw&token=0a344ca131b8
【警匪】不会演戏的警察不是好卧底,http://mmitv.top/pltv/source.php?id=【jf】bhyxdjcbshwd&token=d9024cdacddf
历年贺岁档·笑就完事儿了,http://mmitv.top/pltv/source.php?id=lnhsd·xjwsel&token=d401c8edecc4
【许氏三杰】快来·就差你了,http://mmitv.top/pltv/source.php?id=【xssj】kl·jcnl&token=6cd54161e3ee
大刘著作原著党的胜利,http://mmitv.top/pltv/source.php?id=dlzzyzddsl&token=858e8d2ad56c
怪兽打架x异形世界,http://mmitv.top/pltv/source.php?id=gsdjxyxsj&token=4bf21a23d1ac
fan花和宝总的爱恨情仇,http://mmitv.top/pltv/source.php?id=fanhhbzdahqc&token=fc7faaf9d2d2
这些都是高智商的罪犯,http://mmitv.top/pltv/source.php?id=zxdsgzsdzf&token=78df618ee1b4
【喜剧专场】我们一起找乐子,http://mmitv.top/pltv/source.php?id=【xjzc】wmyqzlz&token=b3f1e2a45241
谁再说我是不可燃物？！,http://mmitv.top/pltv/source.php?id=szswsbkrw？！&token=a8e040ba32e4
飙车的老司机,http://mmitv.top/pltv/source.php?id=cdlsj&token=b99ed0f5ae73
星漢燦爛不要太甜,http://mmitv.top/pltv/source.php?id=xbytt&token=f3da785993cb
经典港剧笑嘻嘻,http://mmitv.top/pltv/source.php?id=jdgjxxx&token=16479e084fca
Han国高分动作片·刺激过瘾,http://mmitv.top/pltv/source.php?id=hanggfdzp·cjg&token=06c672bd84df
快意江湖：金庸的武侠世界,http://mmitv.top/pltv/source.php?id=kyjh：jydwxsj&token=18643bdebae6
杰森·斯坦森:郭达是你吗,http://mmitv.top/pltv/source.php?id=js·sts:gdsnm&token=f2cda04f443f
简小熙的最爱,http://mmitv.top/pltv/source.php?id=jxxdza&token=dd950337d051
黑帮斗争,http://mmitv.top/pltv/source.php?id=hbdz&token=300d9eef53bd
朋友，一起跳支舞吗！？,http://mmitv.top/pltv/source.php?id=py，yqtzwm！？&token=065fd756096f
搞笑喜剧：最佳拍档·开心鬼系列,http://mmitv.top/pltv/source.php?id=gxxj：zjpd·kxgxl&token=9b8be266f6c4
周润发电影·小马哥归来,http://mmitv.top/pltv/source.php?id=zrfdy·xmggl&token=e0557ba9f0eb
终将至，花开彼岸天,http://mmitv.top/pltv/source.php?id=zjz，hkbat&token=0d1a1964e4fa
只解沙场为国死，何须马革裹尸还,http://mmitv.top/pltv/source.php?id=zjscwgs，hxmggsh&token=7c4e73514b7a
si神来了系列·好怕怕,http://mmitv.top/pltv/source.php?id=sisllxl·hpp&token=21f09016c25a
枪战还是得看他！,http://mmitv.top/pltv/source.php?id=qzhsdkt！&token=7a3c894c9698
港剧最佳拍档·许冠英合集,http://mmitv.top/pltv/source.php?id=gjzjpd·xgyhj&token=bc900f40b530
疯狂の石头·厕所挖宝,http://mmitv.top/pltv/source.php?id=fkのst·cswb&token=7996e87af87c
超异能族神秘一家,http://mmitv.top/pltv/source.php?id=cynzsmyj&token=2b92f4ad9bda
巨石强森系列:真肌肉就是爽,http://mmitv.top/pltv/source.php?id=jsqsxl:zjrjss&token=c68a7284cd4f
【每天推荐】动作爽片,http://mmitv.top/pltv/source.php?id=【mttj】dzsp&token=c23c0987127f
国产悬疑精选·智商在线,http://mmitv.top/pltv/source.php?id=gcxyjx·zszx&token=79be30d3b748
无法超越的女神,http://mmitv.top/pltv/source.php?id=wfcydns&token=412b779fefff
甄子丹·我要打十个,http://mmitv.top/pltv/source.php?id=zzd·wydsg&token=9f6251533f95
玄幻剧场·体验另一种生活,http://mmitv.top/pltv/source.php?id=xhjc·tylyzsh&token=0aeb2eaa6ea4
